Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Orlando,Weekly,"2017-10-08 00:00:00",Organic,1.580000000,35985.80,2204.30,2935.05,6.15,30840.30,30809.89,30.41,0.00
Philadelphia,Weekly,"2017-10-08 00:00:00",Organic,1.780000000,11837.20,2749.91,124.43,0.00,8962.86,8921.88,40.98,0.00
Phoenix/Tucson,Weekly,"2017-10-08 00:00:00",Organic,1.350000000,15900.88,1108.27,24.83,0.00,14767.78,14761.11,6.67,0.00
Pittsburgh,Weekly,"2017-10-08 00:00:00",Organic,2.020000000,60256.56,1701.98,14818.40,366.66,43369.52,34313.95,9055.57,0.00
Plains,Weekly,"2017-10-08 00:00:00",Organic,2.850000000,16818.84,1802.17,2450.42,1.64,12564.61,1712.22,10852.39,0.00
Portland,Weekly,"2017-10-08 00:00:00",Organic,2.850000000,12366.93,96.31,4599.62,125.61,7545.39,7471.59,73.80,0.00
Raleigh/Greensboro,Weekly,"2017-10-08 00:00:00",Organic,1.560000000,16660.78,416.49,2475.61,67.47,13701.21,13577.23,123.98,0.00
Richmond/Norfolk,Weekly,"2017-10-08 00:00:00",Organic,1.720000000,8206.50,228.36,1675.12,0.00,6303.02,6206.86,96.16,0.00
Roanoke,Weekly,"2017-10-08 00:00:00",Organic,1.840000000,7804.28,2487.05,2762.42,0.00,2554.81,2551.48,3.33,0.00
Sacramento,Weekly,"2017-10-08 00:00:00",Organic,2.330000000,13013.83,754.58,8162.44,0.00,4096.81,4096.81,0.00,0.00
"San Diego",Weekly,"2017-10-08 00:00:00",Organic,2.070000000,20337.21,10832.88,8426.55,0.00,1077.78,1077.78,0.00,0.00
"San Francisco",Weekly,"2017-10-08 00:00:00",Organic,2.800000000,27717.86,1079.70,11176.20,7.60,15454.36,1402.31,14045.01,7.04
Seattle,Weekly,"2017-10-08 00:00:00",Organic,2.040000000,14402.07,136.03,3139.37,60.66,11066.01,10838.11,227.90,0.00
"South Carolina",Weekly,"2017-10-08 00:00:00",Organic,1.750000000,106062.64,27054.58,3391.43,0.00,75616.63,75373.41,243.22,0.00
"South Central",Weekly,"2017-10-08 00:00:00",Organic,2.130000000,76471.60,1400.23,16197.16,96.54,58777.67,56973.78,1803.89,0.00
Southeast,Weekly,"2017-10-08 00:00:00",Organic,2.740000000,2803.12,236.06,946.35,0.00,1620.71,624.44,996.27,0.00
Spokane,Weekly,"2017-10-08 00:00:00",Organic,2.270000000,6086.65,19.03,733.82,0.00,5333.80,2024.86,3308.94,0.00
"St. Louis",Weekly,"2017-10-08 00:00:00",Organic,1.320000000,7491.15,54.15,124.32,0.00,7312.68,7312.68,0.00,0.00
Syracuse,Weekly,"2017-10-08 00:00:00",Organic,1.890000000,5500.88,103.57,527.61,0.00,4869.70,4750.00,119.70,0.00
Tampa,Weekly,"2017-10-08 00:00:00",Organic,1.900000000,1164140.49,100744.58,231652.64,1224.99,830309.99,771846.48,58417.76,45.75
West,Weekly,"2017-10-08 00:00:00",Organic,2.370000000,153186.84,25306.59,26921.31,62.43,100896.51,65388.81,35461.95,45.75
"West Tex/New Mexico",Weekly,"2017-10-08 00:00:00",Organic,2.390000000,10964.67,1952.20,2235.24,0.00,6777.23,6542.72,234.51,0.00
"Total U.S.",Weekly,"2017-10-15 00:00:00",Organic,1.850000000,1172057.19,103557.18,218881.54,1369.62,848040.34,771105.65,76927.27,7.42
Albany,Weekly,"2017-10-15 00:00:00",Organic,1.470000000,4522.84,18.71,237.43,0.00,4266.70,4266.70,0.00,0.00
Atlanta,Weekly,"2017-10-15 00:00:00",Organic,2.230000000,11405.18,344.76,4738.94,0.00,6321.48,5368.04,953.44,0.00
Baltimore/Washington,Weekly,"2017-10-15 00:00:00",Organic,1.600000000,56559.22,939.94,8821.80,68.85,46728.63,46728.63,0.00,0.00
Boise,Weekly,"2017-10-15 00:00:00",Organic,2.620000000,1563.12,34.16,523.33,0.00,1005.63,119.61,886.02,0.00
Boston,Weekly,"2017-10-15 00:00:00",Organic,1.600000000,37877.39,14.85,1420.26,0.00,36442.28,36442.28,0.00,0.00
Buffalo/Rochester,Weekly,"2017-10-15 00:00:00",Organic,1.330000000,12929.64,158.88,153.55,0.00,12617.21,12617.21,0.00,0.00
California,Weekly,"2017-10-15 00:00:00",Organic,2.100000000,115255.48,25513.54,44390.25,0.00,45351.69,45271.06,80.63,0.00
Charlotte,Weekly,"2017-10-15 00:00:00",Organic,2.380000000,10195.59,64.00,3476.86,161.46,6493.27,6320.51,172.76,0.00
Chicago,Weekly,"2017-10-15 00:00:00",Organic,1.900000000,42271.67,24.19,30172.08,0.00,12075.40,12070.96,4.44,0.00
Cincinnati/Dayton,Weekly,"2017-10-15 00:00:00",Organic,1.810000000,10382.51,258.44,4239.94,0.00,5884.13,5540.93,343.20,0.00
Columbus,Weekly,"2017-10-15 00:00:00",Organic,1.780000000,10715.93,583.80,1787.74,0.00,8344.39,7285.43,1058.96,0.00
"Dallas/Ft. Worth",Weekly,"2017-10-15 00:00:00",Organic,1.710000000,21260.97,5297.31,449.51,0.00,15514.15,15504.15,10.00,0.00
Denver,Weekly,"2017-10-15 00:00:00",Organic,1.550000000,38937.28,11990.11,1114.77,85.48,25746.92,24092.69,1654.23,0.00
Detroit,Weekly,"2017-10-15 00:00:00",Organic,1.690000000,20776.71,468.50,3770.80,0.00,16510.20,14535.56,1974.64,0.00
"Grand Rapids",Weekly,"2017-10-15 00:00:00",Organic,1.410000000,8400.56,15.56,724.41,0.00,7660.59,7660.59,0.00,0.00
"Great Lakes",Weekly,"2017-10-15 00:00:00",Organic,1.680000000,197529.40,3318.61,54525.35,0.00,139481.99,126855.79,12626.20,0.00
Harrisburg/Scranton,Weekly,"2017-10-15 00:00:00",Organic,1.510000000,21547.51,252.22,166.17,11.80,21117.32,21109.08,8.24,0.00
Hartford/Springfield,Weekly,"2017-10-15 00:00:00",Organic,1.810000000,16619.70,60.56,2147.55,4.22,14407.37,14397.99,9.38,0.00
Houston,Weekly,"2017-10-15 00:00:00",Organic,1.820000000,27406.16,7026.42,70.66,0.00,20309.08,20309.08,0.00,0.00
Indianapolis,Weekly,"2017-10-15 00:00:00",Organic,1.570000000,10795.73,166.96,1439.70,0.00,9171.38,7466.67,1704.71,0.00
Jacksonville,Weekly,"2017-10-15 00:00:00",Organic,2.550000000,1421.74,60.21,546.72,4.82,809.99,806.66,3.33,0.00
"Las Vegas",Weekly,"2017-10-15 00:00:00",Organic,1.990000000,6132.37,1113.04,173.88,0.00,4845.45,4780.24,65.21,0.00
"Los Angeles",Weekly,"2017-10-15 00:00:00",Organic,2.120000000,57490.80,6151.13,16592.03,0.00,34747.64,34691.59,56.05,0.00
Louisville,Weekly,"2017-10-15 00:00:00",Organic,1.880000000,3665.19,2.59,1120.58,0.00,2542.02,1647.11,894.91,0.00
"Miami/Ft. Lauderdale",Weekly,"2017-10-15 00:00:00",Organic,2.620000000,1100.10,24.83,384.79,0.00,690.48,657.77,32.71,0.00
Midsouth,Weekly,"2017-10-15 00:00:00",Organic,1.840000000,174355.00,2928.11,35554.07,556.45,135316.37,127686.14,7630.23,0.00
Nashville,Weekly,"2017-10-15 00:00:00",Organic,1.960000000,7545.78,67.23,2947.41,0.00,4531.14,2567.53,1963.61,0.00
"New Orleans/Mobile",Weekly,"2017-10-15 00:00:00",Organic,1.550000000,2172.93,252.53,100.40,0.00,1820.00,1816.67,3.33,0.00
"New York",Weekly,"2017-10-15 00:00:00",Organic,2.090000000,69241.11,6708.76,14018.78,100.55,48413.02,48265.51,147.51,0.00
Northeast,Weekly,"2017-10-15 00:00:00",Organic,1.700000000,269123.79,12497.35,23859.81,117.29,232649.34,232373.13,276.21,0.00
"Northern New England",Weekly,"2017-10-15 00:00:00",Organic,1.640000000,23800.97,0.00,202.17,0.00,23598.80,23598.80,0.00,0.00
Orlando,Weekly,"2017-10-15 00:00:00",Organic,2.870000000,3824.55,175.45,1228.12,0.00,2420.98,1696.66,724.32,0.00
Philadelphia,Weekly,"2017-10-15 00:00:00",Organic,1.690000000,31850.15,2588.95,3517.12,10.51,25733.57,25669.23,64.34,0.00
Phoenix/Tucson,Weekly,"2017-10-15 00:00:00",Organic,1.770000000,10197.11,2370.22,101.99,0.00,7724.90,7703.01,21.89,0.00
Pittsburgh,Weekly,"2017-10-15 00:00:00",Organic,1.390000000,13004.97,1168.25,81.55,0.00,11755.17,11748.50,6.67,0.00
Plains,Weekly,"2017-10-15 00:00:00",Organic,2.070000000,53711.04,1119.87,14609.29,414.22,37562.60,26290.94,11271.66,0.00
Portland,Weekly,"2017-10-15 00:00:00",Organic,2.710000000,16796.38,1671.14,2449.35,6.61,12669.28,1435.65,11233.63,0.00
Raleigh/Greensboro,Weekly,"2017-10-15 00:00:00",Organic,2.530000000,13272.00,442.38,3627.00,103.46,9099.16,8866.56,232.60,0.00
Richmond/Norfolk,Weekly,"2017-10-15 00:00:00",Organic,1.600000000,15559.82,323.77,2409.46,66.32,12760.27,11870.29,889.98,0.00
Roanoke,Weekly,"2017-10-15 00:00:00",Organic,1.640000000,10752.98,221.97,1582.91,0.00,8948.10,7871.92,1076.18,0.00
Sacramento,Weekly,"2017-10-15 00:00:00",Organic,1.920000000,6689.14,2439.70,3012.02,0.00,1237.42,1237.42,0.00,0.00
"San Diego",Weekly,"2017-10-15 00:00:00",Organic,2.250000000,11472.41,713.19,6513.89,0.00,4245.33,4234.23,11.10,0.00
"San Francisco",Weekly,"2017-10-15 00:00:00",Organic,2.090000000,19027.31,10237.78,8211.76,0.00,577.77,577.77,0.00,0.00
Seattle,Weekly,"2017-10-15 00:00:00",Organic,2.690000000,25512.65,1121.98,9881.49,25.43,14483.75,1049.37,13434.38,0.00
"South Carolina",Weekly,"2017-10-15 00:00:00",Organic,1.780000000,15150.22,231.95,3011.81,76.97,11829.49,11628.20,201.29,0.00
"South Central",Weekly,"2017-10-15 00:00:00",Organic,1.740000000,115437.92,24823.67,3241.90,0.00,87372.35,85526.15,1846.20,0.00
Southeast,Weekly,"2017-10-15 00:00:00",Organic,1.990000000,72393.25,1416.56,16951.37,118.81,53906.51,49798.36,4108.15,0.00
Spokane,Weekly,"2017-10-15 00:00:00",Organic,2.550000000,2819.91,103.65,1021.68,2.12,1692.46,566.66,1125.80,0.00
"St. Louis",Weekly,"2017-10-15 00:00:00",Organic,2.140000000,7426.84,27.16,1200.53,0.00,6199.15,2020.75,4178.40,0.00
Syracuse,Weekly,"2017-10-15 00:00:00",Organic,1.340000000,5963.47,86.38,66.06,0.00,5811.03,5811.03,0.00,0.00
Tampa,Weekly,"2017-10-15 00:00:00",Organic,2.700000000,3288.85,125.79,659.65,0.00,2503.41,1736.66,766.75,0.00
West,Weekly,"2017-10-15 00:00:00",Organic,2.080000000,174251.28,31939.47,25749.52,162.84,116399.45,77304.07,39087.96,7.42
"West Tex/New Mexico",Weekly,"2017-10-15 00:00:00",Organic,2.070000000,9575.81,1785.17,935.45,0.00,6855.19,6717.22,137.97,0.00
"Total U.S.",Weekly,"2017-10-22 00:00:00",Organic,1.820000000,1180823.79,89301.75,229689.25,1309.82,860336.80,767148.14,93130.75,57.91
Albany,Weekly,"2017-10-22 00:00:00",Organic,1.490000000,4337.67,3.52,268.83,0.00,4065.32,4061.99,3.33,0.00
Atlanta,Weekly,"2017-10-22 00:00:00",Organic,2.060000000,14351.98,390.46,4323.24,0.00,9638.28,5432.51,4205.77,0.00
Baltimore/Washington,Weekly,"2017-10-22 00:00:00",Organic,1.640000000,47486.93,815.38,10255.40,71.21,36344.94,36343.50,1.44,0.00
Boise,Weekly,"2017-10-22 00:00:00",Organic,2.410000000,1631.80,41.07,543.46,0.00,1047.27,127.12,915.59,4.56
Boston,Weekly,"2017-10-22 00:00:00",Organic,1.580000000,34913.38,16.66,1569.42,0.00,33327.30,33327.30,0.00,0.00
Buffalo/Rochester,Weekly,"2017-10-22 00:00:00",Organic,1.350000000,10115.95,231.39,135.86,0.00,9748.70,9744.26,4.44,0.00
California,Weekly,"2017-10-22 00:00:00",Organic,2.000000000,132184.44,27492.71,48684.87,0.00,56006.86,55961.39,45.47,0.00
Charlotte,Weekly,"2017-10-22 00:00:00",Organic,2.080000000,11569.34,36.20,4320.47,181.26,7031.41,6886.30,145.11,0.00
Chicago,Weekly,"2017-10-22 00:00:00",Organic,2.100000000,33775.92,38.23,23237.19,0.00,10500.50,10491.61,8.89,0.00
Cincinnati/Dayton,Weekly,"2017-10-22 00:00:00",Organic,1.860000000,14482.57,265.15,3671.03,0.00,10546.39,5671.95,4874.44,0.00
Columbus,Weekly,"2017-10-22 00:00:00",Organic,1.680000000,12206.22,546.93,1829.34,0.00,9829.95,8496.54,1333.41,0.00
"Dallas/Ft. Worth",Weekly,"2017-10-22 00:00:00",Organic,1.690000000,19214.84,3989.78,395.07,0.00,14829.99,14806.66,23.33,0.00
Denver,Weekly,"2017-10-22 00:00:00",Organic,1.640000000,27024.28,5719.08,906.97,75.10,20323.13,20034.56,288.57,0.00
Detroit,Weekly,"2017-10-22 00:00:00",Organic,1.610000000,21512.97,619.98,3460.25,0.00,17396.80,14598.78,2798.02,0.00
"Grand Rapids",Weekly,"2017-10-22 00:00:00",Organic,1.320000000,9171.48,15.63,686.14,0.00,8469.71,8469.71,0.00,0.00
"Great Lakes",Weekly,"2017-10-22 00:00:00",Organic,1.680000000,190579.53,3616.94,45789.71,0.00,140986.71,121946.19,19040.52,0.00
Harrisburg/Scranton,Weekly,"2017-10-22 00:00:00",Organic,1.480000000,21532.06,189.70,237.13,6.16,21099.07,21090.84,8.23,0.00
Hartford/Springfield,Weekly,"2017-10-22 00:00:00",Organic,1.530000000,21441.78,35.03,2862.72,1.41,18542.62,18475.42,67.20,0.00
Houston,Weekly,"2017-10-22 00:00:00",Organic,1.820000000,23190.15,5592.53,28.86,0.00,17568.76,17568.76,0.00,0.00
Indianapolis,Weekly,"2017-10-22 00:00:00",Organic,1.480000000,9007.77,129.36,1196.31,0.00,7682.10,5690.13,1991.97,0.00
Jacksonville,Weekly,"2017-10-22 00:00:00",Organic,2.020000000,2596.43,67.32,531.36,7.21,1990.54,1812.23,178.31,0.00
"Las Vegas",Weekly,"2017-10-22 00:00:00",Organic,1.830000000,7131.28,1255.39,358.12,0.00,5517.77,5486.54,31.23,0.00
"Los Angeles",Weekly,"2017-10-22 00:00:00",Organic,1.990000000,68637.55,7845.81,20466.32,0.00,40325.42,40286.28,39.14,0.00
Louisville,Weekly,"2017-10-22 00:00:00",Organic,1.820000000,4195.97,9.09,1048.94,0.00,3137.94,1733.01,1404.93,0.00
"Miami/Ft. Lauderdale",Weekly,"2017-10-22 00:00:00",Organic,2.190000000,4842.31,139.07,728.38,0.00,3974.86,3068.61,906.25,0.00
Midsouth,Weekly,"2017-10-22 00:00:00",Organic,1.800000000,168429.18,2401.85,39858.54,607.05,125561.74,115932.33,9629.41,0.00
Nashville,Weekly,"2017-10-22 00:00:00",Organic,1.780000000,8715.84,57.76,3126.34,0.00,5531.74,2340.14,3191.60,0.00
"New Orleans/Mobile",Weekly,"2017-10-22 00:00:00",Organic,1.600000000,3456.59,83.45,125.29,0.00,3247.85,3234.45,13.40,0.00
"New York",Weekly,"2017-10-22 00:00:00",Organic,2.080000000,70272.82,5760.74,17860.14,73.28,46578.66,46411.29,167.37,0.00
Northeast,Weekly,"2017-10-22 00:00:00",Organic,1.680000000,264208.20,10671.96,29448.03,99.41,223988.80,223697.53,291.27,0.00
"Northern New England",Weekly,"2017-10-22 00:00:00",Organic,1.700000000,22671.89,0.00,308.14,0.00,22363.75,22363.75,0.00,0.00
Orlando,Weekly,"2017-10-22 00:00:00",Organic,2.290000000,7965.85,318.97,1675.81,0.00,5971.07,4053.33,1917.74,0.00
Philadelphia,Weekly,"2017-10-22 00:00:00",Organic,1.650000000,32004.79,1948.97,4354.97,24.34,25676.51,25637.91,38.60,0.00
Phoenix/Tucson,Weekly,"2017-10-22 00:00:00",Organic,1.790000000,10952.31,2184.07,508.22,0.00,8260.02,8254.52,5.50,0.00
Pittsburgh,Weekly,"2017-10-22 00:00:00",Organic,1.430000000,11539.28,1240.60,10.63,0.00,10288.05,10281.38,6.67,0.00
Plains,Weekly,"2017-10-22 00:00:00",Organic,1.960000000,56614.23,1352.09,14045.55,375.42,40841.17,26362.82,14478.35,0.00
Portland,Weekly,"2017-10-22 00:00:00",Organic,2.480000000,15825.16,1737.93,2304.96,1.66,11780.61,1490.66,10277.06,12.89
Raleigh/Greensboro,Weekly,"2017-10-22 00:00:00",Organic,2.200000000,15322.27,196.22,4273.42,109.06,10743.57,10586.84,156.73,0.00
Richmond/Norfolk,Weekly,"2017-10-22 00:00:00",Organic,1.620000000,12275.26,370.45,2692.51,53.05,9159.25,8792.65,366.60,0.00
Roanoke,Weekly,"2017-10-22 00:00:00",Organic,1.530000000,10892.04,262.63,1702.26,0.00,8927.15,8539.60,387.55,0.00
Sacramento,Weekly,"2017-10-22 00:00:00",Organic,1.810000000,8059.52,2679.07,2828.24,0.00,2552.21,2548.88,3.33,0.00
"San Diego",Weekly,"2017-10-22 00:00:00",Organic,2.150000000,13012.35,951.67,6964.44,0.00,5096.24,5096.24,0.00,0.00
"San Francisco",Weekly,"2017-10-22 00:00:00",Organic,2.080000000,18852.58,9739.13,7981.22,0.00,1132.23,1132.23,0.00,0.00
Seattle,Weekly,"2017-10-22 00:00:00",Organic,2.300000000,29230.93,1276.83,12683.10,15.26,15255.74,1354.57,13871.50,29.67
"South Carolina",Weekly,"2017-10-22 00:00:00",Organic,1.700000000,15014.96,183.93,3156.87,87.34,11586.82,11103.78,483.04,0.00
"South Central",Weekly,"2017-10-22 00:00:00",Organic,1.730000000,109427.04,18976.94,2868.24,0.00,87581.86,85795.30,1786.56,0.00
Southeast,Weekly,"2017-10-22 00:00:00",Organic,1.910000000,90426.45,1696.37,17846.02,107.66,70776.40,57692.92,13083.48,0.00
Spokane,Weekly,"2017-10-22 00:00:00",Organic,2.110000000,3627.68,368.11,1504.17,0.00,1755.40,598.89,1156.51,0.00
"St. Louis",Weekly,"2017-10-22 00:00:00",Organic,2.020000000,6578.62,44.43,1254.63,0.00,5279.56,1960.35,3319.21,0.00
Syracuse,Weekly,"2017-10-22 00:00:00",Organic,1.350000000,5189.51,74.88,74.94,0.00,5039.69,5039.69,0.00,0.00
Tampa,Weekly,"2017-10-22 00:00:00",Organic,2.180000000,6399.75,108.70,1003.50,0.00,5287.55,3874.45,1413.10,0.00
West,Weekly,"2017-10-22 00:00:00",Organic,2.000000000,168954.65,23092.88,31148.28,120.28,114593.21,79759.60,34775.70,57.91
"West Tex/New Mexico",Weekly,"2017-10-22 00:00:00",Organic,1.810000000,15424.38,2207.98,3361.12,14.39,9840.89,9703.20,137.69,0.00
"Total U.S.",Weekly,"2017-10-29 00:00:00",Organic,1.840000000,1123703.61,88668.95,218858.34,1150.03,814723.26,718162.00,96481.09,80.17
Albany,Weekly,"2017-10-29 00:00:00",Organic,1.380000000,5583.79,12.99,180.62,0.00,5390.18,5390.18,0.00,0.00
Atlanta,Weekly,"2017-10-29 00:00:00",Organic,2.040000000,15731.26,319.28,3788.49,0.00,11623.49,5403.29,6220.20,0.00
Baltimore/Washington,Weekly,"2017-10-29 00:00:00",Organic,1.810000000,37155.43,986.73,9121.99,99.38,26947.33,26934.00,13.33,0.00
Boise,Weekly,"2017-10-29 00:00:00",Organic,2.340000000,1962.54,51.96,511.36,0.00,1399.22,382.29,1016.93,0.00
Boston,Weekly,"2017-10-29 00:00:00",Organic,1.830000000,34011.21,7.41,1225.55,0.00,32778.25,32401.82,376.43,0.00
Buffalo/Rochester,Weekly,"2017-10-29 00:00:00",Organic,1.350000000,12759.88,216.82,114.69,0.00,12428.37,12428.37,0.00,0.00
California,Weekly,"2017-10-29 00:00:00",Organic,2.010000000,129602.47,29243.35,48086.52,0.00,52272.60,52247.85,24.75,0.00
Charlotte,Weekly,"2017-10-29 00:00:00",Organic,2.020000000,11245.23,43.32,3776.83,160.97,7264.11,7117.43,146.68,0.00
Chicago,Weekly,"2017-10-29 00:00:00",Organic,2.060000000,35333.89,29.29,28053.80,0.00,7250.80,7239.69,11.11,0.00
Cincinnati/Dayton,Weekly,"2017-10-29 00:00:00",Organic,1.870000000,12170.52,171.76,3285.31,0.00,8713.45,3873.14,4840.31,0.00
Columbus,Weekly,"2017-10-29 00:00:00",Organic,1.730000000,9202.76,549.86,1472.16,0.00,7180.74,6422.28,758.46,0.00
"Dallas/Ft. Worth",Weekly,"2017-10-29 00:00:00",Organic,1.670000000,20558.95,4525.31,322.02,0.00,15711.62,15694.95,16.67,0.00
Denver,Weekly,"2017-10-29 00:00:00",Organic,2.010000000,16981.94,4980.49,572.15,26.58,11402.72,11256.31,146.41,0.00
Detroit,Weekly,"2017-10-29 00:00:00",Organic,1.650000000,20995.71,425.08,2658.53,0.00,17818.87,15086.10,2732.77,0.00
"Grand Rapids",Weekly,"2017-10-29 00:00:00",Organic,1.320000000,7724.84,61.38,540.98,0.00,7122.48,7122.48,0.00,0.00
"Great Lakes",Weekly,"2017-10-29 00:00:00",Organic,1.700000000,176815.66,3060.61,48813.20,0.00,124638.82,107070.18,17568.64,0.00
Harrisburg/Scranton,Weekly,"2017-10-29 00:00:00",Organic,1.630000000,16675.63,215.06,156.06,20.15,16284.36,16284.36,0.00,0.00
Hartford/Springfield,Weekly,"2017-10-29 00:00:00",Organic,1.980000000,13649.88,45.05,2689.00,0.00,10915.83,10867.33,48.50,0.00
Houston,Weekly,"2017-10-29 00:00:00",Organic,1.820000000,22367.66,5552.59,163.01,0.00,16652.06,16652.06,0.00,0.00
Indianapolis,Weekly,"2017-10-29 00:00:00",Organic,1.540000000,6531.55,143.58,1167.86,0.00,5191.42,3953.63,1237.79,0.00
Jacksonville,Weekly,"2017-10-29 00:00:00",Organic,2.160000000,2726.34,102.22,748.02,4.81,1871.29,758.89,1112.40,0.00
"Las Vegas",Weekly,"2017-10-29 00:00:00",Organic,1.930000000,7138.49,1136.50,1084.34,0.00,4917.65,4908.26,9.39,0.00
"Los Angeles",Weekly,"2017-10-29 00:00:00",Organic,1.990000000,67050.78,8078.35,19540.98,0.00,39431.45,39411.01,20.44,0.00
Louisville,Weekly,"2017-10-29 00:00:00",Organic,1.840000000,3691.45,1.30,740.67,0.00,2949.48,1739.58,1209.90,0.00
"Miami/Ft. Lauderdale",Weekly,"2017-10-29 00:00:00",Organic,1.840000000,5595.86,32.98,424.67,0.00,5138.21,4908.88,229.33,0.00
Midsouth,Weekly,"2017-10-29 00:00:00",Organic,1.800000000,156848.80,2448.54,34603.78,619.38,119177.10,110757.39,8419.71,0.00
Nashville,Weekly,"2017-10-29 00:00:00",Organic,1.760000000,7350.15,75.61,2571.96,0.00,4702.58,2957.01,1745.57,0.00
"New Orleans/Mobile",Weekly,"2017-10-29 00:00:00",Organic,1.700000000,6088.13,89.32,154.00,0.00,5844.81,5561.11,283.70,0.00
"New York",Weekly,"2017-10-29 00:00:00",Organic,2.110000000,70881.96,5301.96,19352.26,84.57,46143.17,46069.13,74.04,0.00
Northeast,Weekly,"2017-10-29 00:00:00",Organic,1.760000000,264941.06,10127.06,29797.60,100.29,224916.11,218668.73,6247.38,0.00
"Northern New England",Weekly,"2017-10-29 00:00:00",Organic,1.570000000,39048.27,1.67,177.53,0.00,38869.07,32627.56,6241.51,0.00
Orlando,Weekly,"2017-10-29 00:00:00",Organic,2.010000000,6466.78,179.61,1219.50,0.00,5067.67,3897.77,1169.90,0.00
Philadelphia,Weekly,"2017-10-29 00:00:00",Organic,1.730000000,27732.82,1757.98,4800.42,5.22,21169.20,21134.75,34.45,0.00
Phoenix/Tucson,Weekly,"2017-10-29 00:00:00",Organic,1.890000000,12481.54,2450.25,1503.06,0.00,8528.23,8522.17,6.06,0.00
Pittsburgh,Weekly,"2017-10-29 00:00:00",Organic,1.430000000,11438.37,1095.47,26.46,0.00,10316.44,10309.77,6.67,0.00
Plains,Weekly,"2017-10-29 00:00:00",Organic,1.880000000,49301.56,995.63,11209.30,273.81,36822.82,25519.81,11303.01,0.00
Portland,Weekly,"2017-10-29 00:00:00",Organic,2.490000000,17335.77,2011.28,2499.56,0.00,12824.93,1483.24,11325.08,16.61
Raleigh/Greensboro,Weekly,"2017-10-29 00:00:00",Organic,1.920000000,19837.54,181.87,4145.71,133.58,15376.38,15201.69,174.69,0.00
Richmond/Norfolk,Weekly,"2017-10-29 00:00:00",Organic,1.670000000,10158.08,327.71,2184.05,36.01,7610.31,7023.40,586.91,0.00
Roanoke,Weekly,"2017-10-29 00:00:00",Organic,1.530000000,9293.76,151.09,1301.57,0.00,7841.10,7140.34,700.76,0.00
Sacramento,Weekly,"2017-10-29 00:00:00",Organic,1.860000000,7341.92,2787.56,2909.91,0.00,1644.45,1644.45,0.00,0.00
"San Diego",Weekly,"2017-10-29 00:00:00",Organic,2.130000000,12179.45,863.06,6224.07,0.00,5092.32,5092.32,0.00,0.00
"San Francisco",Weekly,"2017-10-29 00:00:00",Organic,2.090000000,19950.90,11099.63,8152.39,0.00,698.88,694.44,4.44,0.00
Seattle,Weekly,"2017-10-29 00:00:00",Organic,2.430000000,26592.14,1118.10,11280.32,16.56,14177.16,1095.88,13069.96,11.32
"South Carolina",Weekly,"2017-10-29 00:00:00",Organic,1.690000000,15261.11,132.44,2891.29,66.22,12171.16,10955.01,1216.15,0.00
"South Central",Weekly,"2017-10-29 00:00:00",Organic,1.730000000,105902.71,20556.39,2692.50,0.00,82653.82,80872.33,1781.49,0.00
Southeast,Weekly,"2017-10-29 00:00:00",Organic,1.840000000,92281.10,1300.49,15386.24,96.43,75497.94,58528.26,16969.68,0.00
Spokane,Weekly,"2017-10-29 00:00:00",Organic,2.480000000,2797.66,272.00,946.72,0.00,1578.94,520.00,1058.94,0.00
"St. Louis",Weekly,"2017-10-29 00:00:00",Organic,1.800000000,6098.89,14.42,924.45,0.00,5160.02,3222.62,1937.40,0.00
Syracuse,Weekly,"2017-10-29 00:00:00",Organic,1.350000000,7073.65,78.85,61.04,0.00,6933.76,6933.76,0.00,0.00
Tampa,Weekly,"2017-10-29 00:00:00",Organic,1.940000000,6320.26,92.65,741.78,0.00,5485.83,4392.21,1093.62,0.00
West,Weekly,"2017-10-29 00:00:00",Organic,2.160000000,148010.22,20936.88,28269.20,60.13,98744.01,64497.41,34166.43,80.17
"West Tex/New Mexico",Weekly,"2017-10-29 00:00:00",Organic,1.890000000,11952.28,1424.20,1259.66,0.00,9268.42,9071.16,168.43,28.83
"Total U.S.",Weekly,"2017-11-05 00:00:00",Organic,1.820000000,1068530.09,88073.16,244925.18,1059.63,733972.36,648557.69,85378.96,35.71
